id	text	class_label	predicted_class_label
1166	ايناس مننا مصريه زيناطظ عدلي كوهين وياكوف المنيسي طظ المخرج نصر الاقرع طظ شوخير المغربي طظ المنظومه الفاسده الرياضه المصريهطظ الواد لوسي ابن طنط فكيهه علاء كاذب طظ فيكم كلكم وفي اذنابكم مرتشين فسده حراميه	OFF	OFF
1167	USERIDX USERIDX USERIDX USERIDX كومنت حلو اننا ننهي بيه الكلام غزال ❤️تصبحو علي خير ولاد 😍	NOT_OFF	NOT_OFF
1168	USERIDX فاشله 😢😱علي فكره انا بجيب دايما الاولي اما التانيه علي المدرسه 😏	NOT_OFF	NOT_OFF
1169	قول زمان ارجع زمان 💔الاتحاد 😔 URL	NOT_OFF	NOT_OFF
1170	نايمين بالخاص gt شتبين الحين 😒📌	NOT_OFF	OFF
1171	الله يسامحك موستافي ازبل مدافع شافته عيني طار الثالث	OFF	NOT_OFF
1172	USERIDX الاتحاد النصر وين هياطكم جمهور النصر صغير الرياض	OFF	OFF
1173	اصحي اصحي نايم الاهلي الاول بهايم	OFF	OFF
1174	USERIDX الاهلاوي يعمل لايك والزملكويه يعملو ريتويت واللي مالوش الكوره ادخل سلم ومعاك ورده حمره بيضه نشوف مين يكسب	NOT_OFF	NOT_OFF
1175	USERIDX حنيه قلبك سيدنا 🤦🏻‍♀️	NOT_OFF	NOT_OFF
1176	فهد فهد فهد والله حرام الي يصير حرام	NOT_OFF	NOT_OFF
1177	USERIDX جاييك كايسلك نوره كت متسول صايع العسكر باغتني نحس الحلم الباختني عفن الايدي الماجوره	OFF	OFF
1178	فجاه قالك الراس ماليه حلوه والاشتراكيه وحشه علي ابن الجنايني ياخد هنادي بنت عمه علشان يستر عليها و انجي بقي تتجوز تامر لانه مستواها وشقلبونا ياحج و دورنا ودوخونا لمونه لمونه جوده المصري	NOT_OFF	NOT_OFF
1179	USERIDX بدري وعلي اهلك و طوايفك الخونه بانك تتكلم علي اسيادك عبد الريال القطري اخونجي دبي تتمني انك تزورها نص يوم معزبك راعي الريال القطري حاول بان يجعل مدينته مثل دبي ولم يستطع و الحوثي وحزبك القذر مءه عام لين ياتوا	OFF	OFF
1180	USERIDX تبا الشيطان الاكبر اميركا صهيونيه بالك بمكافاه ملايين الدولارات لكل يقدم خبر مقاومه حزب الله	OFF	OFF
1181	USERIDX الشغله دي ماشه ب مفهوم البقاء لصاحب البال الاطول ثوره معجونه ب ويكا شغل بتاع لواييق انتوا انحنا انحنا و	NOT_OFF	NOT_OFF
1182	USERIDX مش هنبطل شقاوه ولد شقي 😂😂💔❤💖الف سلامه وانشاء الله الجرح يلم بسرعه ❤❤ URL	NOT_OFF	NOT_OFF
1183	USERIDX USERIDX والله خنزيره بنت الخنزير اقل شء مافعلوا لان الوطن اغلا تفاهتكم	OFF	OFF
1184	USERIDX خذينا تهاتيه الليالي سجه ذعذعي نود هبايب هبيودي اقضي بقي صوم وحجه ممتلن متني ذنوب وتحت رحمه ر	NOT_OFF	NOT_OFF
1185	USERIDX ورينا مكوتك مهايطي كذاب ههههههههههههههه ههههههههههههههه 😂😂😂⁦👎🏼⁩⁦👎🏼⁩	OFF	OFF
1186	مهدينا قمر عجل انا ننتظر ولاده المخلص 🌸💚 URL	NOT_OFF	NOT_OFF
1187	الرياض الان اظهر الجميل وستر القبيح يءاخذ بالجريره يهتك الستر عظيم العفو حسن التجاوز واسع المغفره باسط اليدين بالرحمه باسط اليدين بالعطايا سميع نجوي قل امانينا كن فيكون	NOT_OFF	NOT_OFF
1188	USERIDX راحه الروح رجواي و احلامي💛	NOT_OFF	NOT_OFF
1189	رقيقه انهزام الكذب وجه الحقيقه ي اللي نظراتك شعر و باقي ضحكاتك موسيقي	NOT_OFF	NOT_OFF
1190	USERIDX عم بقا عم انتوا ايه معندكمش اخوات بلاستك	NOT_OFF	OFF
1191	صورتك الجديده قمر وارتيستيك كدا حلوه انتي ارتيست lt <NUM> — Thank you sweetheart ❤️❤️ URL	NOT_OFF	NOT_OFF
1192	صباح عليم رزاق كريميا رب انصرنا و تفضحنا فضيحه الاهلي افريقيا 😁😁😁	NOT_OFF	NOT_OFF
1193	USERIDX و المقطع الاول لجونكوك جيمين و جين 😍😍 صوته جماعه ناس عالم هووو 😭😭	NOT_OFF	NOT_OFF
1194	USERIDX سلامات رسام عالميباذن الله بسيطه ومش هتطول وترجعلنا ف اقرب وقت يارب مايسترو 😍❤	NOT_OFF	NOT_OFF
1195	USERIDX شين وقتي دونك سودها الايامي	NOT_OFF	NOT_OFF
1196	وطني السودان انا بفخر بيك وطني زيك مالقيت وطني وجودي احبك وفي غيابي وطني بلد احبابي تحيه قلبي الشعب السوداني الغربه حالت بيننا وطني ولاكن الروح دوما معاك وطني الحبيب ❤️❤️❤️ URL	NOT_OFF	NOT_OFF
1197	USERIDX سقطت اب ريش سقطت حسنسقطت رزقاسقطت سملسقطت عم معاويه سقطت ياا ساميسقطت سنهوريسقطت هزاع	NOT_OFF	NOT_OFF
1198	وووو خطا رءوف خليف المخرج عم يعيد اللقطه 😂😂 وعطاها رده USERIDX	NOT_OFF	NOT_OFF
1199	محدش يعرف دول للاكتءاب بجد انا بموت و مش عارف ايه السبب جربت حاجه مفيش حل دوا يموتني يجيب نتيجه — اولا الانتحار دا حرام جدا متبقاش عايش مكتءب وتموت منتحر العذاب دنيا واخره يعني وبعدين فكر اننا داخلين ع شهر رمضان يعني ربنا قادر ان يخرجك م ا URL	NOT_OFF	NOT_OFF
1200	ناظري جنه الشوف و حب عيني💙	NOT_OFF	NOT_OFF
1201	اسمها دوله احتلال صهيونيه والعلم علم احتلال ملعون فهمان بتاع العلم URL	OFF	NOT_OFF
1202	صباح الخير جميله الجميلات حلمي البعيد تريقي زين و شربي شي يصحصحج — اوكي الصبح ان شاءالله😂 URL	NOT_OFF	NOT_OFF
1203	الله يطلع عينكم انت ومصر دي كلها حلبي حاقد والسيسي ده تاني يقعد ليكم كدا <NUM> سنه يقتلكم ويعذبكم وان شاء الله الامن المركزي حق السيسي بقبضك ويعذبك لحدي يشلوك و يسببو ليك عاهه مستديمه حلبي معفن انت 💦 URL	OFF	OFF
1204	صباح الجوري بهيجه حلوه عجيبه — يسعد صباحك URL	NOT_OFF	NOT_OFF
1205	علي معلول باحس انه اتربي الاهلي وانه بيحب الاهلي وبيلعب بكل نقطه عرق وبيموت نفسه عشان الاهلي بجد رجل علولو ابن النادي بجد	NOT_OFF	OFF
1206	شاغلن بالي و متعبني	NOT_OFF	NOT_OFF
1207	USERIDX عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر سعيد عمر	NOT_OFF	NOT_OFF
1208	الله رب كريم رب رب 😭😭😭😭😭	NOT_OFF	NOT_OFF
1209	وانسي عمري انسي قلبي انسي روحي انسي شو صعبه هالايام ننسي اسهل بالف مره	NOT_OFF	NOT_OFF
1210	ايه طعم نايتي سيد امك	OFF	OFF
1211	يلعبها لرونالدو قويااااااااااه الهييييييي ثالث لمدريد صاروخ ماديرااااا كريستيانو يءكد الانتصار ضربه تسديده كوره هدف كريستيانو تبا كريستيانو قلبي الصغير يتحمل والشباك تتحمل والخصوم يتحملون هدف يءكد انتصار مدريد😍😍	NOT_OFF	NOT_OFF
1212	لازلت اهاب شعوري لحظه خبر وفاتك ابي زلت اردد دعاء الميت بقلب يملاه الانكسار لازالت ضحكاتك ومزحك تاتيني اشبه ب غيمه ممطره لازلت ابكيك شوقا اعتراضا لازلت اشعر باننا سنلتقي يوما ابي رحمك الله نورا طفات بعده الانوار 💔 ابوي	NOT_OFF	NOT_OFF
1213	USERIDX موكشا معرص رب فرنسا تحتل المنصوره تاني	OFF	OFF
1214	USERIDX وانتي طيبه هدي و رب تكون سنه سعيده علينا جميعا 💙💙💙	NOT_OFF	NOT_OFF
1215	USERIDX رباه ❤💕قشعريره انسان URL	NOT_OFF	NOT_OFF
1216	الاتحادي اللي نال الشرف بتشجيعنا جوله واحده تصدق نفسك لان امس كان عار لجميع الزعماء بتشجيع نادي وضيع لايملك دوري نقطي واخر دوري حققه قبل <NUM> سنه فلذلك كلنا الاتفاق يوم الخميس وفالكم الهبوط خدم خدام الزعيم 😂😂 الاتحاد النصر الاتحاد هبوط	OFF	OFF
1217	USERIDX محمد علي علي محمد 🙏🏼❤️	NOT_OFF	NOT_OFF
1218	USERIDX الف مبرووك شبح عالمي وتتخرج ع خير ان شاء غالي 🎉🎉💜	NOT_OFF	NOT_OFF
1219	جبار عزيز حليم	NOT_OFF	NOT_OFF
1220	اللهم عزيز جبار منتقم انكر فعله السيء واضر عبادك وجاهر بالمستور واقسم بجلالك كذبا وبهتانا اللهم ارنا عجاءب قدرتك وسخطك واجعله عبره عاجلا وليس اجلا	NOT_OFF	NOT_OFF
1221	USERIDX حبيب يالليل وسماه ونجومه وقمره قمره وسهرهوانت وانا حبيبي انا حياتي انا كلنا الحب سوا❤️🎶 ام كلثوم URL	NOT_OFF	NOT_OFF
1222	USERIDX سلام سلام سلام سلام سلامعلي راي ايهاب توفيق	NOT_OFF	NOT_OFF
1223	مافي شي مضمون جمهور الزعيق كريم النيفيا الخميس سيتصدر العالمي وارجع ورا محلي العالميه صعبه قويه الدوري صعب قوي 😏 صداره بح	OFF	NOT_OFF
1224	USERIDX USERIDX USERIDX ومذبحه رابعه والنهضه اللي اقرها ووافق عليها ودافع عنها معارض بتاع حقوق الانسان والحريات ام	NOT_OFF	OFF
1225	USERIDX فاهمني عارفني دارسني	NOT_OFF	NOT_OFF
1226	USERIDX جبر خاطري عوضي الحلو	NOT_OFF	NOT_OFF
1227	USERIDX USERIDX USERIDX كفو بنت الرجال ملكيه اكويهم حسين عبدالغني اسطوره باكل شي مثل الجبل اخذهم شوارع الطواقي تاريخ حسين	NOT_OFF	NOT_OFF
1228	ضيف قاعده حضن سما زي الملايكه انا روحي ملاك جميله يالهوي علي القمر الفلاوله حبيب ماما ساعدني يارب 😭😭😭صوت الدحيح ودني دي قطه سفاحه ده كاءن سفاححح URL	NOT_OFF	NOT_OFF
1229	رب الوضوح رب اتوه و احتار	NOT_OFF	NOT_OFF
1230	شخصي الوحيد حبيبي الاول و الاخير❤	NOT_OFF	NOT_OFF
1231	مني مني منوووي — منو مني 🙂 URL	NOT_OFF	NOT_OFF
1232	USERIDX USERIDX رب عزه رب😂😂😂😂😂😂	NOT_OFF	NOT_OFF
1233	ليله تاريخيه حلوه	NOT_OFF	NOT_OFF
1234	USERIDX USERIDX بامانه سلم صحبي انت صح 😂❤	NOT_OFF	NOT_OFF
1235	USERIDX بلاش استغزاز للجماهير زياده كده انتم بايعين نفسكم غلمان لطال عمره وراضيين انما الاهلي نلعب بجمهور تجميد النشاط وا	OFF	NOT_OFF
1236	USERIDX احبك انت اما بلاش😍😍😍	NOT_OFF	NOT_OFF
1237	سلمان الشعب والشعب سلمان اللهم اني اسالك حي قيوم عزيز غفار الجلال والاكرام ان تحفظ سيدي ومولاي خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز ال سعود وسمو سيدي ولي العهد الامير محمد بن سلمان بن عبدالعزيز شر الاشرار وكيد الفجار وطوارق الليل وحوادث النهار	NOT_OFF	NOT_OFF
1238	USERIDX الدنيا والله سجي ☹️💘	NOT_OFF	NOT_OFF
1239	USERIDX بوظبي شوقي و حبي مليكه عرش وجداني ❤️	NOT_OFF	NOT_OFF
1240	نداءات محمد عبده ياساحر البسمه ملاذي ومنتهاي واولي غالي الاثمان اللي اغلي سنيني ياقايد الريم بدايات المحبه عطر الليل حبي المر العذب البسمه العذبه سيد الغنادير اجمل الاخيله	NOT_OFF	NOT_OFF
1241	USERIDX طب عندهاا حق و بعدين حلوه حوار رضوان باءس ده انا هعمل زيهاا	NOT_OFF	NOT_OFF
1242	القهوه ماتروقني تصحصحني ان ماعندي احساس انكم نصابين	NOT_OFF	NOT_OFF
1243	USERIDX تبكي علي الاطلال حبيبي دع الاطلال حبيبي تبكي علينا	NOT_OFF	NOT_OFF
1244	يوفنتوس اياكس يخرب بيتك الدون قذر وش التدخل واحد متزخل زعلت🙂	OFF	OFF
1245	سبحانك اله الكون منظمه و حي قيوم احيينا علي رضاك وفعل الخيرات وحسن الخاتمه حي قيوم وصلي اللهم علي سيدنا محمد وعلي اله وصحبه اجمعين	NOT_OFF	NOT_OFF
1246	USERIDX ربنا توكلنا ف يسر امورنا و اغفر ذنوبنا غفور رحيم كريم	NOT_OFF	NOT_OFF
1247	USERIDX عجزي وجزاءي ياكتفي واتكاءي دياري والعاءله حربي والسلام	NOT_OFF	NOT_OFF
1248	USERIDX بايخ بايخ ياا بايخ تحب اقولك حاجه انته بايخ 😂 و مقطف	OFF	NOT_OFF
1249	اللهم قلوبنا يديك 💙ومهما عجزنا بث شكوانا وحدك تعلم خفايانا💙فاجبرنا يليق بكرمك 💙وعفوك كريم 💙اللهم مقلب القلوب ثبت قلوبنا علي دينك💙اللهم انا نسالك خير اليوم فتحه ونصره ونوره وبركته وهداه 💙صباحكم عطايا رب كريم 💙صباحكم خير 💙 جمعه مباركه	NOT_OFF	NOT_OFF
1250	ماعندكم حل وسط ميتين تحرقون الفون 🌚	NOT_OFF	OFF
1251	الله امتي بني اسراءيل ممكن ارتاح اناشيد اطياف الاستشهاد واغنيه الاستشهاديات فرقه الوعد عرس الشهاده الي مين موجهه	NOT_OFF	NOT_OFF
1252	USERIDX USERIDX USERIDX اقول روح ناشد و اشحذ ابسط حقوقك اجبن شعوب الارض اخر ناس يتكلمون حال الشعوب وكرامتها انتم مسعودين شحاتين وخدم ال سلول خلكم حالكم عبيد الرجال منكم بالسجون و مغتربين ونساءكم ارجل اشكالك	OFF	OFF
1253	فيلانويفا فيلانويفا فيلانويفا ايش اقول ياناس قطعها صنعها وسوا كوووووووول شي	NOT_OFF	NOT_OFF
1254	USERIDX مش سعودي هاد سوري لبناني لاحظي اللهجه انا متابعاكم عايزه اشوف اخرها 😂😂😂	NOT_OFF	NOT_OFF
1255	مال ال جنه وجه ماكل ني يه ال شوق	NOT_OFF	NOT_OFF
1256	USERIDX اللهم واسع العطاء رافع البلاء مجيب الدعاء انزل شفاء شفاءك علي مرض وسقم وبلاء حي قيوم الجلال	NOT_OFF	NOT_OFF
1257	عين تعيب تغي ببنت عم الموت مدري بنت خالهولها رمش تشوفه غريبمت كملت ربع البياله	NOT_OFF	NOT_OFF
1258	يشبهك ملاكمن يشبهك وداديانت بشر عاديفيك الجمال العجيبرهيب والللله رهيب💙💙💙💙	NOT_OFF	NOT_OFF
1259	USERIDX USERIDX احساس بطيخ منو ظل عنده احساس 🤦🏻‍♀️😅	NOT_OFF	NOT_OFF
1260	USERIDX حب شوق ليل العسر راضي بحياتي تنتهي او تستمر و انا صبور و بزرع الدنيا صبر و ان شحت الدنيا علي اجواء وامطا	NOT_OFF	NOT_OFF
1261	USERIDX USERIDX عظيمه يامصر ارض النعم مهد الحضاره ارض الكرم	NOT_OFF	NOT_OFF
1262	USERIDX بهيره مش كده بهيره بيخافوا بهيره	NOT_OFF	NOT_OFF
1263	USERIDX اتلم ياض رخيص انت يامهندس فاشل حته عيل طالع الدور جديد وعايش دور موش بتاعك ادري علتقتك بالاعلام وهل درست الاعلام واين درسته للاسف الدهلاء علي الاعلام كلعم جهلاء وعديمي الثقافه	OFF	OFF
1264	صباح الخير والهناء ربي فضلا لدنك و رحمه رزقا طيبا مباركا يقضي الديون و يصلح الشءون و تعزنا الدارين وهاب حي قيوم كريم نور السماوات والارض عزيز مغيث ارحم الراحمين	NOT_OFF	NOT_OFF
1265	USERIDX انت فاهم بقي مشغول دايما الشغل حجر المعسل 😂	NOT_OFF	NOT_OFF
1266	USERIDX سبحانك علام الغيوب سبحانك ستار العيوب بذكره تطمءن القلوب🙋🙋🙋 URL	NOT_OFF	NOT_OFF
1267	USERIDX سنه وانتي النور لايامي النصف الثاني لروحي سنه وانتي بخير موطني وانتماءي جهاتي الاربع احبك❤️	NOT_OFF	NOT_OFF
1268	USERIDX و تري ليه نيره	NOT_OFF	NOT_OFF
1269	USERIDX حله حله وليلتكو طين حله USERIDX	OFF	NOT_OFF
1270	USERIDX هيبتك قوتك جمالك	NOT_OFF	NOT_OFF
1271	‘ الا الدنيا عيييونه🔝	NOT_OFF	NOT_OFF
1272	USERIDX ههههههههههههههههههههه اه فعلا حقود ع العيون الخضرا والشعر الاصفر الناعم المسبسب والضحكه جمالو جمالو تكاتو حركاتو دا احسن اونكل كنتاكي 😂😂😂😂قصدي حسين فهمي	NOT_OFF	NOT_OFF
1273	الحسن بعدك قبلك روحي روحي كملت اوصافك 💕	NOT_OFF	NOT_OFF
1274	والله جده عليها مخلل فلفل حار يخليك تصدعين وتدمعين الحراره زلت مبتسمه جمال الطعم URL	NOT_OFF	NOT_OFF
1275	خاله ام علي ام علي خالهه خاله ي ام علي ي ام علي خالههه	NOT_OFF	NOT_OFF
1276	دنياي كلها غلا الزمانمنهو مثلك غرامك واهتمامك والحنان💛	NOT_OFF	NOT_OFF
1277	USERIDX قهرتك خالد رءيس الوطن بذات نفسه يستقبل المنقبات القصر الجمهوري و يكرمها الامهات المثاليات فلتحترق قلوبكم علمانيين URL	OFF	NOT_OFF
1278	USERIDX <NUM> رمضان ✨ 🌙 ❂ اللهم غني مغني واسع العطاء منزل الغيث السماء ارزقنا رزقا واسعا يكفينا ونفسا راضيه💕 تغ	NOT_OFF	NOT_OFF
1279	USERIDX ضحكه قلبي واغلي محبيني بسمه صباحي شيء احبه🕊️💛 قروب المغرد العماني	NOT_OFF	NOT_OFF
1280	فتاح عليم رزاق كريم	NOT_OFF	NOT_OFF
1281	USERIDX شقرا قول انتي ورده مفتحه	NOT_OFF	NOT_OFF
1282	USERIDX رب اه¡¡¡ 😱😱😱ما رياض بودبوز و اوبلاك 📛⚽ AtletiCelta URL	NOT_OFF	NOT_OFF
1283	USERIDX انه المحنك سالم ساده كرام صاحب القهوه الساخنه الصباح و المساء 👍🏼👍🏼👍🏼👍🏼👍🏼	NOT_OFF	NOT_OFF
1284	مولاي صلي واسلم داءما ابدا نبي سلام رسول سلام حبيب سلام نبي الله	NOT_OFF	NOT_OFF
1285	USERIDX يجيلي اما اجيلو URL	NOT_OFF	NOT_OFF
1286	USERIDX همس همس الهويفي مسمع الغ ❤ الي ابيكتقول ل ه مالك لويقلبي انااااااا منك واليك	NOT_OFF	NOT_OFF
1287	USERIDX مدام كوثر مدام كوثر	NOT_OFF	NOT_OFF
1288	USERIDX عساني حياتي انحرم لحظه لقاك	NOT_OFF	NOT_OFF
1289	بت بت 😂😂 URL	NOT_OFF	NOT_OFF
1290	USERIDX USERIDX التهريج مش بكلام هشام التهريج بكلامك الاستزلامي و الانبطاحي و السوقيه بتوجيهك الكلام الو عادي الاستزلاميين هيدي لغتن مش انو شي جديد الزلمي بكلامو كان اهانات و تجريح بعكس انتي يلي مفروض متعلمه بتوعت المدارس عموما يعط	NOT_OFF	NOT_OFF
1291	USERIDX اللهم سامع السر والنجوي كاشف الضر والبلوي اللهم سامع السر والخفيه حواءجنا عنده مقضيه معركه <NUM> منبر ف	NOT_OFF	NOT_OFF
1292	USERIDX الا يالله اني تحت رحمتك رحمن ورحمتك رحمن شك تاسعني الوذ بعظيم حماك فتنه الشيطان يزين الغلطات ورضاك	NOT_OFF	NOT_OFF
1293	خاطري امسك يدينك واخاويك اشوف زولك عيوني دقيقه زين زولك حبيبي وطاريك لكنك لغيري وهاذي الحقيقه	NOT_OFF	NOT_OFF
1294	USERIDX اللهم اشف جسد ارهقه المرض وفرج عندك ربي اشفي مرضانا ومرضي المسلمين اللهم حنان كريم جبار الجلال و ا	NOT_OFF	NOT_OFF
1295	USERIDX فاشل خاين عميل	OFF	OFF
1296	مهنيني اكثر شخص احبه❤️	NOT_OFF	NOT_OFF
1297	USERIDX USERIDX اننا تدري شيءا قط كلمه دستور انه تليها كلمه صاحب السيادهاو صاحب السمواو صاحب الجلالهوالباقي شغلك مواطن فهذا اختصاصك	NOT_OFF	NOT_OFF
1298	USERIDX USERIDX نعطيه تبن كثير اقول الا عزتيلك سامي قسم بالله ان افضل فتره وقت استلامه النادي لاعبين ومدرب ومستوي اداء اهههه	OFF	OFF
1299	جدعان ميسي جدعااان 🔥❤️❤️❤️💙💙❤️❤️	NOT_OFF	NOT_OFF
1300	USERIDX نور الدينويحك شيطان لعين فلدينا نور الدي نفهو سي ف رادع وعلينا الخل الامين مرتاح حيا	OFF	NOT_OFF
1301	USERIDX عنود الجوازي عموج المهار💙 URL	NOT_OFF	NOT_OFF
1302	USERIDX لولو البحر غلي ماسه	NOT_OFF	NOT_OFF
1303	USERIDX USERIDX اللهم خذهم اخذ عزيز مقتدر الله الله الله اللهم ازرع قلوبهم وفي ديارهم الرعب اللهم امين قاهر شديد البطش ربي الله ⚘	NOT_OFF	NOT_OFF
1304	USERIDX ضحكه ايامي لون سماءياحب فيك العمر و العمر انت	NOT_OFF	NOT_OFF
1305	USERIDX والله نيره اوختي انا بسمع كلمه انتي شكلك بقي عامل كده ليه كتير اوي وبكتفي بابتسامه الايموشن ده وخلاص 😊🤗	NOT_OFF	NOT_OFF
1306	USERIDX USERIDX الله يحفظك مكروه صاحب القلب الابيض اخوي احمد	NOT_OFF	NOT_OFF
1307	USERIDX عين الحياه لعظيم الاطمءنان يسكننا لمجرد شعورنا بوجودك علي الارض وان لطفك الكريم يحيط فكيف ون	NOT_OFF	NOT_OFF
1308	USERIDX اهلنا الطيبين ممكن الناس تتناسي مواضيع التشكيك والتخوين والفوضي الفي السوشل دي الطرفين الي اذاعه البيانلانوا صرا	NOT_OFF	NOT_OFF
1309	الله تستجيب لدعواتي الله تستجيب لدعواتي الله تستجيب لدعواتي الله تستجيب لدعواتي الله تستجيب لدعواتي الله تستجيب لدعواتي اللهم امين	NOT_OFF	NOT_OFF
1310	USERIDX USERIDX حبيبه قلبي انتي تسلميلي قمر ميرسي سكره انتي 😘😘😘🌹🌹	NOT_OFF	NOT_OFF
1311	اصلي و اصليه بكرا المليونيه اصلي و اصليه بكرا المليونيه اصلي و اصليه بكرا المليونيه اصلي و اصليه بكرا المليونيه اصلي و اصليه بكرا المليونيه اصلي و اصليه بكرا المليونيه <NUM>	NOT_OFF	NOT_OFF
1312	ان شاء الله تنحشرو معهن للمظلطات والشراميط اللي يتحطو تغريداتي معهن اولاد الحرام الخنازير الكلاب المعفنه والخنازير المعفنه اللله يفضح اعراض اخواتكم واعراض بناتكم وزوجاتكم واعراض امهاتكم الشراميط الخنازير براميل 💩💩💩💩💩	OFF	OFF
1313	رب رب العالمين والصلاه والسلام علي رسول الله صلي الله وسلم ❤️ URL	NOT_OFF	NOT_OFF
1314	USERIDX اللهم اشفها شفاء بعده سقما ابدا اللهم خذ بيدها اللهم احرسها بعينيك تنام و اكفها بركنك يرام و احفظها بعزك يضام و اكلاها الليل و النهار و ارحمها بقدرتك انت ثقتها و رجاءها	NOT_OFF	NOT_OFF
1315	USERIDX كافر زنديق مرتد ياانت عاوز يبقي عندنا ديمقراطيهزي الكفره اللي يعرفوش ربنا URL	OFF	OFF
1316	USERIDX سحابه خافقي تباشير البروق امطري بالوصل دام الحنايا ضاميه URL	NOT_OFF	NOT_OFF
1317	عيونه اه عيونه	NOT_OFF	NOT_OFF
1318	USERIDX USERIDX زعيم الطيب عقيده انت شيخ المراجل والكرامه فريد النوع يالقرم الوليده تنهض يوم الوغي ثاير عس	NOT_OFF	NOT_OFF
1319	ولد ستوجلن عالمي 👌🏼👌🏼	NOT_OFF	NOT_OFF
1320	USERIDX اللهم امين رب ربي يسعدك ربي🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻💙💙	NOT_OFF	NOT_OFF
1321	لبيه لبيه امي نظر عيني مهجتي وداد القلب وافراحه URL	NOT_OFF	NOT_OFF
1322	USERIDX يالا بكره يالا بكره يالا بكره يالا بكره يالا بكره يالا بكره يالا بكره يالا بكره يالا بكره يالا	NOT_OFF	NOT_OFF
1323	USERIDX مرحباا مروي الضامي و عذب القراح مبعد الضيقات صدر الحزين اليا لفت URL	NOT_OFF	NOT_OFF
1324	USERIDX USERIDX منحرف بتاع سرسي 😂	OFF	OFF
1325	😂😂😂😂😂😂😂😂😂😂😂😂 شوقلاطه كيكه 💔💔 URL	NOT_OFF	NOT_OFF
1326	USERIDX USERIDX بلاد التوحيد بلادنا والدفاع عنها اولويتنا اللهم انصر جيشنا الجزاءري وجيشنا السعودي فهما رباط ان شاء الله قل موتوا بغيظكم خوان مفلسين طلع قرن قطع	OFF	NOT_OFF
1327	🙈🙈 اطياف سهله اه 😂 ربنا يسترهتيرو انا مش هاخدها الحمد لله 😌 ربنا يوفقك رب و يسعدك رب 💜	NOT_OFF	NOT_OFF
1328	USERIDX USERIDX مندس حيوان امشي اشتري ليك حساب ممكن تكون فاتح ليك حساب قبل <NUM> يوم فكره انعل ابو مخك زاتو URL	OFF	OFF
1329	قل ب حبيبتك و عيونها و روحها و لها❤️	NOT_OFF	NOT_OFF
1330	USERIDX USERIDX رب تواخذنا فعل السفهاء منا واهلك رب عظيم جبار عزيز مفسد الارض محارب لدينك الجلال	NOT_OFF	NOT_OFF
1331	مفتون كلبي هوي الغزلان عبيدمسكين طراد الهوي واكبر بلواهيشوكني ترف الحشا لفته الجيدلي مر صوبي بالعماله ثكل خطاهاكول زول المها باشه الغيدارحم محب بالهوي انت سبب داه URL	NOT_OFF	OFF
1332	كثر الحكي و قل الفعايل	NOT_OFF	NOT_OFF
1333	اشتكي الزوج حق الشيخ زوجته وطول لسانها نصحه يمدحها بكل وقت جابت الغداء اخذ لقمه وقال الله عمري قلبي روحي اكلت مثل عصبت زوجته وزبدت قالت سنين مامدحت الاكل واليوم غداء جارتنا مدحته 😢 وترنه بصحن الاكل 😂المنحوس منحوس 🙆‍♂ صباح الابتسامه	NOT_OFF	NOT_OFF
1334	والدايرو مابنتماستمع الي والده مريم خلال Cps Sudan np on علي SoundCloud URL	NOT_OFF	NOT_OFF
1335	USERIDX USERIDX حبيب قلبي والله كيمو وانت طيب حبيب قلبي وبالصحه والسلامه يااارب ♥️♥️	NOT_OFF	NOT_OFF
1336	والله حالتي صعبه دوام الصبح اروح مواصله انام ساعه	NOT_OFF	NOT_OFF
1337	USERIDX انا اهلاوي صرفومش بدافع الناس دي هقول مغيبين بلهو وحجات كتيربس بجد جمهور الاهلي عظيمدا كان دول جمهورنا الاصيلمفيش هتاف يجلي صدورنازي شفنا حبايبنامغاربه توانسه جزاءريينحشدوك بالالف وملاي	NOT_OFF	NOT_OFF
1338	USERIDX عمري محمد 😍❤️💛💙	NOT_OFF	NOT_OFF
1339	يابسمه الدار جبلي ياسيد النبل ابي	NOT_OFF	NOT_OFF
1340	USERIDX USERIDX والله حريتكم خلوها تنفعكم والله انكم تتمنون الرجوع للوطن خلاص تورطتو مرتزقه حثاله المجتمعات زباله الشوارع صزقوني تكلمو الي يوم القيامه السعوديه مثل حبل طويق تنهز دام ال يسعود حكامنا تاج راسكم وراس الي عط	OFF	OFF
1341	اللهم الله حي ويا قيوم الجلال والاكرام ربنا الطف بالمسلمين وقد ازفت الازفه وكثر الخبث اللهم ردنا لفضلك ايسر سبيل رب	NOT_OFF	NOT_OFF
1342	USERIDX USERIDX الف مبروك نهال قمررز ❤❤ربنا يتمم عليكي بخير قلبي ويسعدك دايما 😍😘❤❤	NOT_OFF	NOT_OFF
1343	USERIDX رب رب رب اللهم امين اكرم الاكرمين ارحم الراحمين رب العالمين الله الله الله الله الله الله الله	NOT_OFF	NOT_OFF
1344	ونولني عفوك رب تحب العفو	NOT_OFF	NOT_OFF
1345	تحت المكياج الخادع قمر ساطع نوع انواع الضفادع انت وحظك عاد اكشط واربح	NOT_OFF	NOT_OFF
